Entrez ID,Phenotype
2583,"['Sphingolipid metabolism', 'Glycosphingolipid biosynthesis - ganglio series', 'Metabolic pathways']"
2584,"['Galactose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
2585,"['Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
2587,['Neuroactive ligand-receptor interaction']
2588,"['Glycosaminoglycan degradation', 'Metabolic pathways', 'Lysosome']"
2589,"['Mucin type O-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'Metabolic pathways']"
2590,"['Mucin type O-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'Metabolic pathways']"
2591,"['Mucin type O-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'Metabolic pathways']"
2592,"['Galactose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars', 'Prolactin signaling pathway']"
2593,"['Glycine, serine and threonine metabolism', 'Arginine and proline metabolism', 'Metabolic pathways']"
2595,"['Galactose metabolism', 'Starch and sucrose metabolism', 'Metabolic pathways']"
2597,"['Glycolysis / Gluconeogenesis', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'HIF-1 signaling pathway', 'Alzheimer disease', 'Pathogenic Escherichia coli infection', 'Salmonella infection', 'Diabetic cardiomyopathy']"
2615,['TGF-beta signaling pathway']
2617,['Aminoacyl-tRNA biosynthesis']
2618,"['Purine metabolism', 'One carbon pool by folate', 'Metabolic pathways', 'Antifolate resistance']"
2619,['Hedgehog signaling pathway']
2621,"['EGFR tyrosine kinase inhibitor resistance', 'Efferocytosis']"
2625,"['Th1 and Th2 cell differentiation', 'Th17 cell differentiation', 'Parathyroid hormone synthesis, secretion and action', 'Inflammatory bowel disease']"
2626,"['cGMP-PKG signaling pathway', 'Cellular senescence', 'Tight junction', 'Thyroid hormone signaling pathway']"
2628,"['Glycine, serine and threonine metabolism', 'Arginine and proline metabolism', 'Metabolic pathways']"
2629,"['Other glycan degradation', 'Sphingolipid metabolism', 'Metabolic pathways', 'Lysosome']"
2632,"['Starch and sucrose metabolism', 'Metabolic pathways']"
2633,['NOD-like receptor signaling pathway']
2634,['NOD-like receptor signaling pathway']
2635,['NOD-like receptor signaling pathway']
2639,"['Fatty acid degradation', 'Lysine degradation', 'Tryptophan metabolism', 'Metabolic pathways']"
2641,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Thermogenesis', 'Insulin secretion', 'Glucagon signaling pathway']"
2642,"['Neuroactive ligand-receptor interaction', 'Glucagon signaling pathway']"
2643,"['Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
2645,"['Glycolysis / Gluconeogenesis', 'Galactose metabolism', 'Starch and sucrose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Neomycin, kanamycin and gentamicin biosynthesis', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of nucleotide sugars', 'Insulin signaling pathway', 'Insulin secretion', 'Prolactin signaling pathway', 'Glucagon signaling pathway', 'Type II diabetes mellitus', 'Maturity onset diabetes of the young', 'Central carbon metabolism in cancer']"
2648,"['Viral life cycle - HIV-1', 'Notch signaling pathway', 'Thyroid hormone signaling pathway', 'Human T-cell leukemia virus 1 infection', 'Viral carcinogenesis']"
2650,"['Mucin type O-glycan biosynthesis', 'Metabolic pathways']"
2651,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2653,"['Glycine, serine and threonine metabolism', 'Glyoxylate and dicarboxylate metabolism', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism']"
2657,['Cytokine-cytokine receptor interaction']
2658,['Cytokine-cytokine receptor interaction']
2660,['Cytokine-cytokine receptor interaction']
2661,['Cytokine-cytokine receptor interaction']
2662,['Cytokine-cytokine receptor interaction']
2668,"['MAPK signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway']"
2670,['JAK-STAT signaling pathway']
2673,"['Alanine, aspartate and glutamate metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars', 'Insulin resistance', 'Diabetic cardiomyopathy']"
2677,"['Ubiquinone and other terpenoid-quinone biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
2678,"['Taurine and hypotaurine metabolism', 'Glutathione metabolism', 'Arachidonic acid metabolism', 'Metabolic pathways']"
2683,"['Galactose metabolism', 'N-Glycan biosynthesis', 'Various types of N-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'Mannose type O-glycan biosynthesis', 'Glycosaminoglycan biosynthesis - keratan sulfate', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2686,"['Taurine and hypotaurine metabolism', 'Glutathione metabolism', 'Metabolic pathways']"
2687,"['Taurine and hypotaurine metabolism', 'Glutathione metabolism', 'Arachidonic acid metabolism', 'Metabolic pathways']"
2688,"['Cytokine-cytokine receptor interaction', 'Neuroactive ligand-receptor interaction', 'PI3K-Akt signaling pathway', 'JAK-STAT signaling pathway', 'Growth hormone synthesis, secretion and action']"
2689,"['Cytokine-cytokine receptor interaction', 'Neuroactive ligand-receptor interaction', 'PI3K-Akt signaling pathway', 'JAK-STAT signaling pathway', 'Growth hormone synthesis, secretion and action']"
2690,"['Cytokine-cytokine receptor interaction', 'Neuroactive ligand-receptor interaction', 'PI3K-Akt signaling pathway', 'JAK-STAT signaling pathway', 'Growth hormone synthesis, secretion and action']"
2691,"['Neuroactive ligand-receptor interaction', 'Growth hormone synthesis, secretion and action']"
2692,"['Neuroactive ligand-receptor interaction', 'Growth hormone synthesis, secretion and action']"
2693,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Growth hormone synthesis, secretion and action']"
2694,['Vitamin digestion and absorption']
2695,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Insulin secretion']"
2696,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction']"
2697,"['Gap junction', 'Arrhythmogenic right ventricular cardiomyopathy']"
2710,"['Glycerolipid metabolism', 'Metabolic pathways', 'PPAR signaling pathway']"
2712,"['Glycerolipid metabolism', 'Metabolic pathways', 'PPAR signaling pathway']"
2717,"['Galactose metabolism', 'Glycerolipid metabolism', 'Sphingolipid metabolism', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'Metabolic pathways', 'Lysosome']"
2719,['Proteoglycans in cancer']
2720,"['Galactose metabolism', 'Other glycan degradation', 'Glycosaminoglycan degradation', 'Sphingolipid metabolism', 'Glycosphingolipid biosynthesis - ganglio series', 'Metabolic pathways', 'Lysosome']"
2729,"['Cysteine and methionine metabolism', 'Glutathione metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Ferroptosis']"
2730,"['Cysteine and methionine metabolism', 'Glutathione metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Ferroptosis']"
2731,"['Glycine, serine and threonine metabolism', 'Glyoxylate and dicarboxylate metabolism', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism']"
2733,"['Nucleocytoplasmic transport', 'mRNA surveillance pathway', 'Amyotrophic lateral sclerosis']"
2734,['Cell adhesion molecules']
2735,"['cAMP signaling pathway', 'Hedgehog signaling pathway', 'Pathways in cancer', 'Basal cell carcinoma']"
2736,"['Hedgehog signaling pathway', 'Hippo signaling pathway', 'Pathways in cancer', 'Basal cell carcinoma']"
2737,"['cAMP signaling pathway', 'Hedgehog signaling pathway', 'Pathways in cancer', 'Basal cell carcinoma']"
2739,"['Pyruvate metabolism', 'Metabolic pathways']"
2740,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Insulin secretion']"
2741,['Neuroactive ligand-receptor interaction']
2742,['Neuroactive ligand-receptor interaction']
2743,['Neuroactive ligand-receptor interaction']
2744,"['Arginine biosynthesis', 'Alanine, aspartate and glutamate metabolism', 'D-Amino acid metabolism', 'Metabolic pathways', 'Glutamatergic synapse', 'GABAergic synapse', 'Proximal tubule bicarbonate reclamation', 'MicroRNAs in cancer', 'Central carbon metabolism in cancer']"
2746,"['Arginine biosynthesis', 'Alanine, aspartate and glutamate metabolism', 'Nitrogen metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Necroptosis', 'Proximal tubule bicarbonate reclamation']"
2747,"['Arginine biosynthesis', 'Alanine, aspartate and glutamate metabolism', 'Nitrogen metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Necroptosis', 'Proximal tubule bicarbonate reclamation']"
2752,"['Arginine biosynthesis', 'Alanine, aspartate and glutamate metabolism', 'Glyoxylate and dicarboxylate metabolism', 'Nitrogen metabolism', 'Metabolic pathways', 'Biosynthesis of amino acids', 'Necroptosis', 'Glutamatergic synapse', 'GABAergic synapse']"
2760,"['Sphingolipid metabolism', 'Lysosome']"
2762,"['Fructose and mannose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
2766,"['Purine metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
2767,"['Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'Vascular smooth muscle contraction', 'Gap junction', 'Cholinergic synapse', 'Long-term depression', 'Insulin secretion', 'GnRH signaling pathway', 'Aldosterone synthesis and secretion', 'Cortisol synthesis and secretion', 'Parathyroid hormone synthesis, secretion and action', 'GnRH secretion', 'Cushing syndrome', 'Growth hormone synthesis, secretion and action', 'Chagas disease', 'Amoebiasis', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer']"
2768,"['MAPK signaling pathway', 'cGMP-PKG signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Vascular smooth muscle contraction', 'Long-term depression', 'Regulation of actin cytoskeleton', 'Parathyroid hormone synthesis, secretion and action', 'Pathogenic Escherichia coli infection', 'Human cytomegalovirus infection', 'Pathways in cancer']"
2769,"['Calcium signaling pathway', 'Relaxin signaling pathway', 'Chagas disease', 'Amoebiasis']"
2770,"['Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Adrenergic signaling in cardiomyocytes', 'Axon guidance', 'Apelin signaling pathway', 'Gap junction', 'Platelet activation', 'Leukocyte transendothelial migration', 'Circadian entrainment', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'GABAergic synapse', 'Dopaminergic synapse', 'Long-term depression', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Melanogenesis', 'Oxytocin signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Relaxin signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Cushing syndrome', 'Growth hormone synthesis, secretion and action', 'Gastric acid secretion', 'Parkinson disease', 'Cocaine addiction', 'Morphine addiction', 'Alcoholism', 'Pertussis', 'Chagas disease', 'Toxoplasmosis', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation']"
2771,"['Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Adrenergic signaling in cardiomyocytes', 'Axon guidance', 'Apelin signaling pathway', 'Gap junction', 'Platelet activation', 'Leukocyte transendothelial migration', 'Circadian entrainment', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'GABAergic synapse', 'Dopaminergic synapse', 'Long-term depression', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Melanogenesis', 'Oxytocin signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Relaxin signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Cushing syndrome', 'Growth hormone synthesis, secretion and action', 'Gastric acid secretion', 'Parkinson disease', 'Cocaine addiction', 'Morphine addiction', 'Alcoholism', 'Pertussis', 'Chagas disease', 'Toxoplasmosis', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation']"
2773,"['Rap1 signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Adrenergic signaling in cardiomyocytes', 'Axon guidance', 'Apelin signaling pathway', 'Gap junction', 'Platelet activation', 'Leukocyte transendothelial migration', 'Circadian entrainment', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'GABAergic synapse', 'Dopaminergic synapse', 'Long-term depression', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Melanogenesis', 'Oxytocin signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Relaxin signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Cushing syndrome', 'Growth hormone synthesis, secretion and action', 'Gastric acid secretion', 'Parkinson disease', 'Cocaine addiction', 'Morphine addiction', 'Alcoholism', 'Pertussis', 'Chagas disease', 'Toxoplasmosis', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation']"
2774,"['Calcium signaling pathway', 'Dopaminergic synapse', 'Olfactory transduction', 'Parkinson disease', 'Chagas disease', 'Amoebiasis']"
2775,"['Rap1 signaling pathway', 'Circadian entrainment', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'GABAergic synapse', 'Dopaminergic synapse', 'Long-term depression', 'Estrogen signaling pathway', 'Melanogenesis', 'Oxytocin signaling pathway', 'Relaxin signaling pathway', 'Morphine addiction', 'Alcoholism', 'Chagas disease', 'Toxoplasmosis', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection']"
2776,"['Rap1 signaling pathway', 'Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'Chemokine signaling pathway', 'Sphingolipid signaling pathway', 'Adrenergic signaling in cardiomyocytes', 'Vascular smooth muscle contraction', 'Apelin signaling pathway', 'Gap junction', 'Platelet activation', 'Circadian entrainment', 'Long-term potentiation', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'Dopaminergic synapse', 'Long-term depression', 'Inflammatory mediator regulation of TRP channels', 'Insulin secretion', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Melanogenesis', 'Thyroid hormone synthesis', 'Oxytocin signaling pathway', 'Glucagon signaling pathway', 'Renin secretion', 'Aldosterone synthesis and secretion', 'Cortisol synthesis and secretion', 'Parathyroid hormone synthesis, secretion and action', 'GnRH secretion', 'Cushing syndrome', 'Growth hormone synthesis, secretion and action', 'Endocrine and other factor-regulated calcium reabsorption', 'Salivary secretion', 'Gastric acid secretion', 'Pancreatic secretion', 'Alzheimer disease', 'Huntington disease', 'Spinocerebellar ataxia', 'Pathways of neurodegeneration - multiple diseases', 'Yersinia infection', 'Chagas disease', 'African trypanosomiasis', 'Amoebiasis', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer']"
2778,"['Endocrine resistance', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'cAMP signaling pathway', 'Phospholipase D signaling pathway', 'Adrenergic signaling in cardiomyocytes', 'Vascular smooth muscle contraction', 'Gap junction', 'Platelet activation', 'Circadian entrainment', 'Thermogenesis', 'Glutamatergic synapse', 'Serotonergic synapse', 'Dopaminergic synapse', 'Long-term depression', 'Inflammatory mediator regulation of TRP channels', 'Insulin secretion', 'GnRH signaling pathway', 'Ovarian steroidogenesis', 'Estrogen signaling pathway', 'Melanogenesis', 'Thyroid hormone synthesis', 'Oxytocin signaling pathway', 'Glucagon signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Aldosterone synthesis and secretion', 'Relaxin signaling pathway', 'Cortisol synthesis and secretion', 'Parathyroid hormone synthesis, secretion and action', 'Cushing syndrome', 'Growth hormone synthesis, secretion and action', 'Endocrine and other factor-regulated calcium reabsorption', 'Vasopressin-regulated water reabsorption', 'Salivary secretion', 'Gastric acid secretion', 'Pancreatic secretion', 'Bile secretion', 'Parkinson disease', 'Cocaine addiction', 'Amphetamine addiction', 'Morphine addiction', 'Alcoholism', 'Vibrio cholerae infection', 'Chagas disease', 'Amoebiasis', 'Human cytomegalovirus infection', 'Human papillomavirus infection', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Dilated cardiomyopathy']"
