umlsid,phenotype,hpoid,cr
C4024957,Proximal spinal muscular atrophy,HP:0006959,PT
C1837016,"Gait instability, worse in the dark",HP:0006962,PT
C4024954,Myelin-dependent gliosis,HP:0006990,PT
C1849146,Loss of Purkinje cells in the cerebellar vermis,HP:0007001,PT
C0344307,Pain insensitivity,HP:0007021,PT
C0033790,Pseudobulbar paralysis,HP:0007024,PT
C2713497,Cerebral berry aneurysm,HP:0007029,PT
C4024947,Symmetric lesions of the basal ganglia,HP:0007039,PT
C1836012,Hyperreflexia proximally,HP:0007054,PT
C4024945,Generalized cerebral atrophy/hypoplasia,HP:0007058,PT
C4024937,Chronic hepatic encephalopathy,HP:0007111,PT
C0271683,Motor polyneuropathy,HP:0007178,PT
C4024922,Irregular myelin loops,HP:0007208,PT
C1969462,Demyelinating motor neuropathy,HP:0007220,PT
C1849143,Progressive truncal ataxia,HP:0007221,PT
C4024920,Decreased distal sensory nerve action potential,HP:0007230,PT
C4024919,Spinocerebellar tract disease in lower limbs,HP:0007232,PT
C0026847,Spinal muscular atrophy,HP:0007269,PT
C4024911,Acute infantile spinal muscular atrophy,HP:0007280,PT
C1867776,Anterior sacral meningocele,HP:0007293,PT
C1856979,Deep white matter hypodensities,HP:0007321,PT
C1848954,Generalized dystonia,HP:0007325,PT
C4024898,Atrophy/Degeneration affecting the cerebrum,HP:0007369,PT
C4024894,Abnormality of the septum pellucidum,HP:0007375,PT
C4024892,Congenital exfoliative erythroderma,HP:0007381,PT
C1832455,Hypoplastic sweat glands,HP:0007387,PT
C0155211,Hyperpigmentation of eyelids,HP:0007406,PT
C1697453,Spontaneous hematomas,HP:0007420,PT
C4024880,Hair-nail ectodermal dysplasia,HP:0007436,PT
C1708350,Multiple cutaneous leiomyomas,HP:0007437,PT
C0022584,Diffuse palmoplantar hyperkeratosis,HP:0007447,PT
C4024864,Depigmentation/hyperpigmentation of skin,HP:0007483,PT
C1835654,Focal friction-related palmoplantar hyperkeratosis,HP:0007497,PT
C4024859,Progressive hyperpigmentation,HP:0007505,PT
C4021573,Patchy hypo- and hyperpigmentation,HP:0007509,PT
C3151964,Mottled pigmentation of photoexposed areas,HP:0007511,PT
C4024856,Redundant skin on fingers,HP:0007516,PT
C4024853,Increased number of skin folds,HP:0007522,PT
C4024849,Aplasia cutis congenita of midline scalp vertex,HP:0007536,PT
C0080024,Piebaldism,HP:0007544,PT
C4024845,Index finger dermatoglyphic radial loop,HP:0007566,PT
C0399572,Mandibular condyle hypoplasia,HP:0007628,PT
C0271165,Punctate cataract,HP:0007648,PT
C1835801,Eversion of lateral third of lower eyelids,HP:0007655,PT
C0344539,Hypoplasia of the iris,HP:0007676,PT
C4024812,Absent inner eyelashes,HP:0007708,PT
C1859436,Weak extraocular muscles,HP:0007715,PT
C1867030,Enlarged lacrimal glands,HP:0007734,PT
C4024795,Nongranulomatous uveitis,HP:0007813,PT
C1859882,Pigmentation of the sclera,HP:0007832,PT
C1844751,Chorioretinal lacunae,HP:0007858,PT
C4024781,Restrictive partial external ophthalmoplegia,HP:0007867,PT
C1856477,Slowed horizontal saccades,HP:0007885,PT
C0154832,Exudative retinopathy,HP:0007898,PT
C1836264,Congenital bilateral ptosis,HP:0007911,PT
C4024773,Lacrimal duct aplasia,HP:0007925,PT
C4024772,Abnormal flash visual evoked potentials,HP:0007928,PT
C1843486,Degenerative vitreoretinopathy,HP:0007964,PT
C0035313,Retinal dysplasia,HP:0007973,PT
C1853558,Jerky ocular pursuit movements,HP:0008003,PT
C1533041,Primary congenital glaucoma,HP:0008007,PT
C4024755,Central fundal arteriolar microaneurysms,HP:0008014,PT
C2176208,Retinal arteriolar constriction,HP:0008043,PT
C4024752,Abnormality of the vasculature of the eye,HP:0008047,PT
C0037286,Neoplasm of the skin,HP:0008069,PT
C1867932,Absent fifth metatarsal,HP:0008079,PT
C2673401,Medial deviation of the foot,HP:0008082,PT
C1969238,Widely spaced toes,HP:0008094,PT
C3805726,Medial rotation of the medial malleolus,HP:0008132,PT
C4021554,Irregular tarsal ossification,HP:0008134,PT
C0559506,Neonatal unconjugated hyperbilirubinemia,HP:0008176,PT
C1846228,Absence of pubertal development,HP:0008197,PT
C0021361,Female infertility,HP:0008222,PT
C0220766,Congenital adrenal hypoplasia,HP:0008244,PT
C0475732,Infantile hypercalcemia,HP:0008250,PT
C4024715,Mitochondrial lysine transport defect,HP:0008265,PT
C4021847,Abnormal cartilage collagen,HP:0008271,PT
C1850722,Transient hyperlipidemia,HP:0008279,PT
C1859506,Acute hyperammonemia,HP:0008281,PT
C3151556,Abnormal iron deposition in mitochondria,HP:0008306,PT
C4024701,Reduced von Willebrand factor activity,HP:0008330,PT
C4024699,Partial functional complement factor D deficiency,HP:0008338,PT
C4020800,Decreased activity of mitochondrial complex IV,HP:0008347,PT
C1856194,Neutral hyperaminoaciduria,HP:0008353,PT
C1848671,Aplasia/Hypoplasia of the tarsal bones,HP:0008363,PT
C4021544,Abnormal tarsal ossification,HP:0008369,PT
C4024685,Puberty and gonadal disorders,HP:0008373,PT
C1859077,Aplasia/Hypoplasia of the nails,HP:0008386,PT
C4024680,Onycholysis of distal fingernails,HP:0008400,PT
C4024679,Onychogryposis of toenails,HP:0008401,PT
C1849392,Ridged fingernail,HP:0008402,PT
C0158266,Intervertebral disc degeneration,HP:0008419,PT
C0264112,Vertebral wedging,HP:0008422,PT
C1835570,Hypoplastic cervical vertebrae,HP:0008434,PT
C0432149,Lumbar hemivertebrae,HP:0008439,PT
C2751480,Hypoplastic coccygeal vertebrae,HP:0008447,PT
C4024674,Hypoplastic spinal processes,HP:0008460,PT
C2750604,Median cleft lip and palate,HP:0008501,PT
C3550331,Aged leonine appearance,HP:0008509,PT
C0423260,Central posterior corneal opacity,HP:0008511,PT
C4021539,Posterior helix pit,HP:0008523,PT
C4024655,Underfolded superior helices,HP:0008583,PT
C2676974,Hypoplasia of the cochlea,HP:0008586,PT
C1968811,Prominent antitragus,HP:0008593,PT
C4021532,Abnormality of the stapes,HP:0008628,PT
C0751559,Pulsatile tinnitus,HP:0008629,PT
C4024651,Lobular glomerulopathy,HP:0008636,PT
C0239761,Gonadal hypoplasia,HP:0008639,PT
C4024647,Uric acid urolithiasis independent of gout,HP:0008651,PT
C1868524,Autonomic erectile dysfunction,HP:0008652,PT
C0403416,Crescentic glomerulonephritis,HP:0008653,PT
C0156394,Clitoral hypertrophy,HP:0008665,PT
C4024638,Transient nephrotic syndrome,HP:0008695,PT
C4024637,Absent internal genitalia,HP:0008702,PT
C1849575,Absence of labia majora,HP:0008729,PT
C4024628,Aplasia of the epiglottis,HP:0008753,PT
C1857186,Iliac crest serration,HP:0008786,PT
C1855843,Severe intrauterine growth retardation,HP:0008846,PT
C1855579,Exercise-induced muscle stiffness,HP:0008967,PT
C4024608,Necrotizing myopathy,HP:0008978,PT
C4021526,Exercise-induced rhabdomyolysis,HP:0009045,PT
C3806604,Infantile axial hypotonia,HP:0009062,PT
C4317112,Generalized lipodystrophy,HP:0009064,PT
C4082951,Progressive spinal muscular atrophy,HP:0009067,PT
C1838876,Lethal infantile mitochondrial myopathy,HP:0009069,PT
C1837323,Decreased Achilles reflex,HP:0009072,PT
C4024601,Weakness of long finger extensor muscles,HP:0009077,PT
C1849305,Aplasia/Hypoplasia of the pubic bone,HP:0009104,PT
C4024592,Aplasia/hypoplasia involving the skeleton,HP:0009115,PT
C4024591,Aplasia/Hypoplasia involving bones of the skull,HP:0009116,PT
C4024589,Aplasia/Hypoplasia of the mandible,HP:0009118,PT
C4024586,Abnormal axial skeleton morphology,HP:0009121,PT
C0023787,Lipodystrophy,HP:0009125,PT
C4024583,Increased adipose tissue,HP:0009126,PT
C4024575,Synostosis involving bones of the feet,HP:0009140,PT
C4021521,Depletion of mitochondrial DNA in muscle tissue,HP:0009141,PT
C4024571,Small epiphysis of the distal phalanx of the 5th finger,HP:0009148,PT
C4024566,Enlarged epiphysis of the proximal phalanx of the 5th finger,HP:0009158,PT
C4024560,Bullet-shaped middle phalanx of the 5th finger,HP:0009168,PT
C4024555,Patchy sclerosis of the middle phalanx of the 5th finger,HP:0009175,PT
C4024554,Symphalangism of middle phalanx of 5th finger,HP:0009178,PT
C4024549,Bracket epiphysis of the distal phalanx of the 5th finger,HP:0009187,PT
C4021514,Epiphyseal stippling of the metacarpals,HP:0009195,PT
C4024534,Enlarged epiphysis of the middle phalanx of the 5th finger,HP:0009206,PT
C4024526,Bracket epiphysis of the middle phalanx of the 4th finger,HP:0009215,PT
C4024522,Irregular epiphysis of the middle phalanx of the 4th finger,HP:0009219,PT
C4024506,Broad distal phalanx of the 5th finger,HP:0009240,PT
C4024497,Absent epiphysis of the distal phalanx of the 4th finger,HP:0009250,PT
C4024492,Irregular epiphysis of the distal phalanx of the 4th finger,HP:0009255,PT
C4024489,Small epiphysis of the distal phalanx of the 4th finger,HP:0009258,PT
C4024485,Enlarged epiphysis of the proximal phalanx of the 4th finger,HP:0009264,PT
C4024484,Fragmentation of the epiphysis of the proximal phalanx of the 4th finger,HP:0009265,PT
C4024481,Pseudoepiphysis of the proximal phalanx of the 4th finger,HP:0009268,PT
C4024480,Small epiphysis of the proximal phalanx of the 4th finger,HP:0009269,PT
C4024478,Aplasia/Hypoplasia of the 4th finger,HP:0009272,PT
C4024477,Deviation of the 4th finger,HP:0009273,PT
C4021504,Joint contracture of the 4th finger,HP:0009274,PT
C4024465,Aplasia of the distal phalanx of the 4th finger,HP:0009291,PT
C4024458,Bullet-shaped distal phalanx of the 4th finger,HP:0009302,PT
C4024445,Abnormality of the epiphyses of the 3rd finger,HP:0009320,PT
C4024442,Cone-shaped epiphysis of the middle phalanx of the 3rd finger,HP:0009323,PT
C4024437,Small epiphysis of the middle phalanx of the 3rd finger,HP:0009329,PT
C4024436,Stippling of the epiphysis of the middle phalanx of the 3rd finger,HP:0009330,PT
C4024425,Pseudoepiphysis of the distal phalanx of the 3rd finger,HP:0009342,PT
C4021489,Triangular epiphysis of the distal phalanx of the 3rd finger,HP:0009345,PT
C4021488,Enlarged epiphysis of the proximal phalanx of the 3rd finger,HP:0009349,PT
C4024418,Irregular epiphysis of the proximal phalanx of the 3rd finger,HP:0009351,PT
C4021487,Triangular epiphysis of the proximal phalanx of the 3rd finger,HP:0009356,PT
C4024410,Aplasia/Hypoplasia of the phalanges of the 5th finger,HP:0009376,PT
C4024406,Bracket epiphyses of the 5th finger,HP:0009383,PT
C4024387,Broad phalanges of the 4th finger,HP:0009404,PT
C4024378,Irregular epiphyses of the 3rd finger,HP:0009415,PT
C4024377,Ivory epiphyses of the 3rd finger,HP:0009416,PT
C4021477,Distal/middle symphalangism of 3rd finger,HP:0009426,PT
C4024351,Patchy sclerosis of the proximal phalanx of the 3rd finger,HP:0009454,PT
C4021469,Short 3rd finger,HP:0009461,PT
C1844891,Ulnar deviation of the 2nd finger,HP:0009464,PT
C1844709,Radial deviation of the 2nd finger,HP:0009467,PT
C0158113,Joint contracture of the hand,HP:0009473,PT
C4024342,Proximal/middle symphalangism of 4th finger,HP:0009477,PT
C4024340,Proximal/middle symphalangism of 3rd finger,HP:0009482,PT
C4024338,Deviation of the hand or of fingers of the hand,HP:0009484,PT
C0241521,Ulnar deviation of the hand,HP:0009487,PT
C4024334,Enlarged epiphyses of the 2nd finger,HP:0009491,PT
C4021463,Abnormality of the epiphysis of the middle phalanx of the 2nd finger,HP:0009500,PT
C4021460,Ivory epiphysis of the distal phalanx of the 2nd finger,HP:0009508,PT
C4024319,Triangular epiphysis of the distal phalanx of the 2nd finger,HP:0009512,PT
C4021459,Absent epiphysis of the middle phalanx of the 2nd finger,HP:0009513,PT
C4021457,Bracket epiphysis of the proximal phalanx of the 2nd finger,HP:0009525,PT
C4024298,Aplasia/Hypoplasia of the phalanges of the 2nd finger,HP:0009552,PT
C3276744,Absent tibia,HP:0009556,PT
C4021438,Short distal phalanx of the 2nd finger,HP:0009566,PT
C4024288,Broad middle phalanx of the 2nd finger,HP:0009569,PT
C4021435,Short middle phalanx of the 2nd finger,HP:0009577,PT
C4024282,Proximal/middle symphalangism of the 2nd finger,HP:0009579,PT
C0027859,Vestibular Schwannoma,HP:0009588,PT
C1863653,Unilateral vestibular Schwannoma,HP:0009590,PT
C3179508,Aplasia/Hypoplasia of the thumb,HP:0009601,PT
C1860162,Bifid distal phalanx of the thumb,HP:0009611,PT
C4021425,Duplication of the distal phalanx of the thumb,HP:0009612,PT
C4021423,Bifid first metacarpal,HP:0009616,PT
C4024264,Patchy sclerosis of the proximal phalanx of the thumb,HP:0009634,PT
C1855091,Short proximal phalanx of thumb,HP:0009638,PT
C4024226,Synostosis involving the 4th metacarpal,HP:0009707,PT
C0265319,Adenoma sebaceum,HP:0009720,PT
C0432363,Shagreen patch,HP:0009721,PT
C0022665,Renal neoplasm,HP:0009726,PT
C1867439,Antecubital pterygium,HP:0009760,PT
C4021391,Broad phalanges of the hand,HP:0009768,PT
C4024211,Curved phalanges of the hand,HP:0009770,PT
C1527388,Amniotic constriction ring,HP:0009775,PT
C3810484,Triceps aplasia,HP:0009785,PT
C0546968,Branchial fistula,HP:0009795,PT
C1856659,Supernumerary spleens,HP:0009799,PT
C4024197,Amelia involving the lower limbs,HP:0009818,PT
C0031575,Phocomelia,HP:0009829,PT
C1861336,Aplasia/Hypoplasia of the distal phalanges of the hand,HP:0009835,PT
C1849343,Duplication of the distal phalanx of hand,HP:0009883,PT
C0702139,Anotia,HP:0009892,PT
C4021380,Abnormality of the crus of the helix,HP:0009895,PT
C0027961,Nevus of Ota,HP:0009920,PT
C0426439,Narrow naris,HP:0009933,PT
C4024152,Polydactyly affecting the 2nd finger,HP:0009946,PT
C4024149,Partial duplication of the middle phalanx of the 2nd finger,HP:0009953,PT
C4021357,Duplication of the middle phalanx of the 4th finger,HP:0009976,PT
C4024132,Complete duplication of the middle phalanx of the 4th finger,HP:0009979,PT
C4021353,Duplication of the distal phalanx of the 5th finger,HP:0009988,PT
C4021352,Duplication of the middle phalanx of the 5th finger,HP:0009989,PT
C4024122,Partial duplication of the proximal phalanx of the 5th finger,HP:0009996,PT
C4021349,Duplication of phalanx of hand,HP:0009997,PT
C4024115,Partial duplication of the middle phalanges of the hand,HP:0010005,PT
C4024114,Abnormality of the 1st metacarpal,HP:0010009,PT
C4024110,Abnormality of the 5th metacarpal,HP:0010013,PT
C4024107,Bracket epiphysis of the 1st metacarpal,HP:0010016,PT
C4024100,Small epiphysis of the 1st metacarpal,HP:0010023,PT
C4021345,Epiphyseal stippling of the first metacarpal,HP:0010024,PT
C4024094,Osteolytic defects of the 1st metacarpal,HP:0010030,PT
C1849311,Short 1st metacarpal,HP:0010034,PT
C4024090,Aplasia of the 2nd metacarpal,HP:0010037,PT
C4024089,Aplasia/Hypoplasia of the 3rd metacarpal,HP:0010039,PT
C1861388,Short 5th metacarpal,HP:0010047,PT
C4024075,Bullet-shaped 1st metatarsal,HP:0010069,PT
C4024068,Broad distal phalanx of the hallux,HP:0010077,PT
C4024062,Triangular shaped distal phalanx of the hallux,HP:0010083,PT
C4021339,Duplication of the distal phalanx of the hallux,HP:0010084,PT
C4021338,Broad proximal phalanx of the hallux,HP:0010086,PT
C4024049,Partial duplication of the 1st metatarsal,HP:0010099,PT
C4021334,Short phalanx of hallux,HP:0010111,PT
C4024042,Fragmentation of the epiphyses of the hallux,HP:0010117,PT
C4024022,Triangular epiphysis of the proximal phalanx of the hallux,HP:0010137,PT
C4024012,Stippling of the epiphysis of the distal phalanx of the hallux,HP:0010147,PT
C4023995,Cone-shaped epiphyses of the toes,HP:0010164,PT
C4023983,Triangular shaped phalanges of the toes,HP:0010180,PT
C4021327,Abnormality of toe proximal phalanx,HP:0010184,PT
C4023977,Triangular shaped distal phalanges of the toes,HP:0010192,PT
C4021322,Duplication of distal phalanx of toe,HP:0010193,PT
C4021314,Osteolytic defect of the proximal toe phalanx,HP:0010207,PT
C4021312,Duplication of proximal phalanx of toe,HP:0010211,PT
C4021311,Flexion contracture of the hallux,HP:0010212,PT
C1859480,Cone-shaped epiphyses of the phalanges of the hand,HP:0010230,PT
C4021305,Small epiphyses of the phalanges of the hand,HP:0010236,PT
C4023952,Bracket epiphyses of the distal phalanges of the hand,HP:0010247,PT
C4023950,Enlarged epiphyses of the distal phalanges of the hand,HP:0010249,PT
C4023929,Fragmentation of the epiphyses of the proximal phalanges of the hand,HP:0010272,PT
C0399483,Intra-oral hyperpigmentation,HP:0010284,PT
C4023920,Abnormality of the submandibular glands,HP:0010287,PT
C0037930,Spinal cord tumor,HP:0010302,PT
C0038450,Stridor,HP:0010307,PT
C4021298,Scapular aplasia,HP:0010317,PT
C4021295,Deviation of the 3rd toe,HP:0010332,PT
C4023895,Aplasia/Hypoplasia of the 4th toe,HP:0010337,PT
C4021292,Flexion contracture of the 4th toe,HP:0010339,PT
C4023891,Aplasia/Hypoplasia of the 5th toe,HP:0010343,PT
C4021291,Deviation of the 5th toe,HP:0010344,PT
C4023888,Osteolytic defects of the phalanges of the 2nd toe,HP:0010351,PT
C4023873,Osteolytic defects of the phalanges of the 4th toe,HP:0010375,PT
C4021274,Duplication of the proximal phalanx of the 2nd toe,HP:0010403,PT
C4023831,Partial duplication of phalanx of the 2nd toe,HP:0010428,PT
C4023829,Aplasia of the phalanges of the 2nd toe,HP:0010430,PT
C4021269,Short phalanx of the 2nd toe,HP:0010431,PT
C4023827,Aplasia of the proximal phalanx of the 2nd toe,HP:0010436,PT
C4023826,Ectopic accesory toe-like appendage,HP:0010440,PT
C0014866,Esophageal stenosis,HP:0010450,PT
C3808270,Acetabular spurs,HP:0010454,PT
C0266368,Aplasia of the ovary,HP:0010463,PT
C0271616,Precocious puberty in females,HP:0010465,PT
C4023817,Aplasia/Hypoplasia of the testes,HP:0010468,PT
C4023806,Aplasia/Hypoplasia of the palmar creases,HP:0010488,PT
C4023801,Fibular bowing,HP:0010502,PT
C0020506,Hyperpituitarism,HP:0010514,PT
C0002018,Alexia,HP:0010523,PT
C0234509,Finger agnosia,HP:0010525,PT
C3697670,Spinal myoclonus,HP:0010531,PT
C0037315,Sleep apnea,HP:0010535,PT
C0410935,Wide cranial sutures,HP:0010537,PT
C0242567,Opsoclonus,HP:0010543,PT
C0026825,Muscle flaccidity,HP:0010547,PT
C0030486,Paraplegia,HP:0010550,PT
C4021253,Undulate clavicles,HP:0010560,PT
C0022548,Keloids,HP:0010562,PT
C0018552,Hamartoma,HP:0010566,PT
C4023789,Y-shaped metatarsals,HP:0010567,PT
C1856911,Ivory epiphyses,HP:0010583,PT
C4023774,Abnormality of the distal humeral epiphysis,HP:0010599,PT
C0019919,Hordeolum externum,HP:0010607,PT
C1852301,Plantar pits,HP:0010612,PT
C1334444,Lung fibroma,HP:0010616,PT
C1834737,Cutaneous syndactyly of toes,HP:0010621,PT
C4023759,Flat nasal alae,HP:0010649,PT
C4021247,Abnormality of the falx cerebri,HP:0010653,PT
C4021246,Abnormal epiphyseal ossification,HP:0010656,PT
C4023754,Patchy changes of bone mineral density,HP:0010658,PT
C1834930,Fusion of the left and right thalami,HP:0010664,PT
C0685781,Aplasia of the maxilla,HP:0010667,PT
C4023749,Abnormality of the zygomatic bone,HP:0010668,PT
C4023747,Abnormality of the curvature of the vertebral column,HP:0010674,PT
C4023736,2-5 finger syndactyly,HP:0010692,PT
C4023724,2-5 toe syndactyly,HP:0010715,PT
C4023718,Aplasia of the retina,HP:0010728,PT
C4023717,Extension of eyebrows towards upper eyelid,HP:0010731,PT
C0259779,Fibrous dysplasia of the bones,HP:0010734,PT
C0016064,Monostotic fibrous dysplasia,HP:0010736,PT
C0522035,Edema of the upper limbs,HP:0010742,PT
C2748682,Short eyelashes,HP:0010764,PT
C0031941,Pinealoma,HP:0010799,PT
C4023699,Perioral hyperpigmentation,HP:0010802,PT
C4021224,Abnormality of the twelfth cranial nerve,HP:0010826,PT
C0278136,Dissociated sensory loss,HP:0010835,PT
C1848459,High nonceruloplasmin-bound serum copper,HP:0010838,PT
C4021219,Multifocal epileptiform discharges,HP:0010841,PT
C4021214,EEG with generalized low amplitude activity,HP:0010854,PT
C4021212,EEG with periodic complexes,HP:0010856,PT
C4023682,EEG with hyperventilation-induced epileptiform discharges,HP:0010858,PT
C0004134,Dyssynergia,HP:0010867,PT
C4023680,Ocular dyssynergia,HP:0010868,PT
C0221253,Tendon xanthomatosis,HP:0010874,PT
C4023676,Increased nuchal translucency,HP:0010880,PT
C4023675,Acromelia,HP:0010884,PT
C0220992,Hyperhistidinemia,HP:0010906,PT
C0268573,Hypervalinemia,HP:0010910,PT
C1861821,Zonular cataract,HP:0010920,PT
C1392104,Coralliform cataract,HP:0010921,PT
